"","id","Area.of.residence","Area.of.workplace","All","Rail","Bus","taxi","motorbike","Car_driver","Car_passenger","Bicycle","Foot","Other","avslope","dist","cirquity","dist_fast","dist_quiet","distq_f","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label_o","geo_label_d","time_fast","time_quiet","co2_saving","busyness","avslope_q","clc"
"77453","E02002830 E02002842","E02002830","E02002842",163,0,43,0,0,71,18,3,26,2,1.3431403901503,2.35999989509583,1.32500005889747,3.127,3.057,0.977614326830828,12.9799995422363,9.97999954223633,24.3799991607666,-1.62000000476837,66.5800018310547,-4.42000007629395,5.96000003814697,2.96000003814697,25.4799995422363,-0.519999980926514,69.879997253418,-1.12000000476837,63.0800018310547,60.0800018310547,16.2600002288818,-9.73999977111816,44.2200012207031,-26.7800006866455,76.8600006103516,73.8600006103516,14.0200004577637,-11.9799995422363,38.1199989318848,-32.8800010681152,-0.000630000024102628,1166,-0.00280999997630715,5205,-0.00218000006861985,4039,-0.00109999999403954,2040,-0.000469999999040738,874,-0.0165299996733665,30672,-0.0159000009298325,29506,-0.0117899999022484,21867,-0.0111600002273917,20701,-0.000419999996665865,1348,-0.00185999996028841,6002,-0.0014400000218302,4654,-0.000730000028852373,2358,-0.000310000003082678,1010,-0.0109599996358156,35375,-0.0105400001630187,34027,-0.00798000022768974,25757,-0.00755999982357025,24409,-179,-875,-696,-355,-176,-4405,-4226,-5367,-5188,"Leicester 004","Leicester 016",1192,1214,583,5344,0.0143931959437357,1.84049079754601
"77456","E02002830 E02002845","E02002830","E02002845",124,1,27,1,1,80,8,2,4,0,1.07542097070893,5.90000009536743,1.19779659080834,7.067,7.638,1.08079807556247,7.94999980926514,5.94999980926514,3.80999994277954,-0.189999997615814,76.0999984741211,-3.90000009536743,4.3600001335144,2.35999989509583,3.92000007629395,-0.0799999982118607,78.4499969482422,-1.54999995231628,33.0299987792969,31.0300006866455,2.98000001907349,-1.01999998092651,59.6500015258789,-20.3500003814697,47.2400016784668,45.2400016784668,2.50999999046326,-1.49000000953674,50.3300018310547,-29.6700000762939,-0.00139999995008111,2605,-0.00555999996140599,10309,-0.00414999993517995,7704,-0.00264999992214143,4922,-0.00124999997206032,2317,-0.0272799991071224,50606,-0.0258699990808964,48001,-0.0244500003755093,45359,-0.0230500008910894,42754,-0.000920000020414591,2977,-0.00365000008605421,11794,-0.00273000006563962,8817,-0.00173999997787178,5629,-0.000820000015664846,2652,-0.017960000783205,57983,-0.0170300006866455,55006,-0.0163199994713068,52708,-0.0153999999165535,49731,-472,-1881,-1409,-1030,-558,-7824,-7352,-11190,-10718,"Leicester 004","Leicester 019",3102,3616,1317,18834,0.00968840010473946,1.61290322580645
"77457","E02002830 E02002846","E02002830","E02002846",173,0,15,1,1,121,11,11,12,1,2.00784675744288,2.77999997138977,1.55863310956577,4.333,4.789,1.10523886452804,19.8299999237061,8.82999992370605,11.3400001525879,-0.660000026226044,114.379997253418,-6.61999988555908,18.1000003814697,7.09999990463257,11.4399995803833,-0.560000002384186,115.620002746582,-5.38000011444092,55.689998626709,44.689998626709,8.67000007629395,-3.32999992370605,87.5800018310547,-33.4199981689453,75.3000030517578,64.3000030517578,7.23000001907349,-4.76999998092651,72.9700012207031,-48.0299987792969,-0.00420999992638826,7816,-0.00761999981477857,14128,-0.00340000004507601,6312,-0.00626999977976084,11636,-0.00206000008620322,3820,-0.0252700001001358,46885,-0.021059999242425,39069,-0.0243500005453825,45171,-0.0201299991458654,37355,-0.00273999990895391,8844,-0.00494999997317791,15982,-0.002210000064224,7138,-0.0040799998678267,13167,-0.0013399999588728,4323,-0.0164299998432398,53040,-0.0136900003999472,44196,-0.0159000009298325,51332,-0.0131599996238947,42488,-1822,-3276,-1454,-3003,-1181,-9167,-7345,-12380,-10558,"Leicester 004","Leicester 020",1876,2102,808,8366,0.0106494048861975,6.35838150289017
"77460","E02002830 E02002849","E02002830","E02002849",180,1,32,0,2,107,13,10,15,0,1.38987043580683,3.41000008583069,1.24486800385693,4.245,4.413,1.03957597173145,20.2299995422363,10.2299995422363,14.0799999237061,-0.920000016689301,100.580001831055,-6.42000007629395,17.5400009155273,7.53999996185303,14.1300001144409,-0.870000004768372,102.580001831055,-4.42000007629395,62.8899993896484,52.8899993896484,10.5100002288818,-4.48999977111816,73.4300003051758,-33.5699996948242,81.1800003051758,71.1800003051758,8.86999988555908,-6.13000011444092,61.9700012207031,-45.0299987792969,-0.00340000004507601,6300,-0.00712000019848347,13206,-0.00371999992057681,6906,-0.0053400001488626,9911,-0.00194999994710088,3611,-0.0271499995142221,50373,-0.023760000243783,44073,-0.0242299996316433,44958,-0.0208400003612041,38658,-0.00221999990753829,7179,-0.00465000001713634,15010,-0.00243000010959804,7831,-0.00350000010803342,11294,-0.00127000000793487,4115,-0.0176899991929531,57129,-0.0154699999839067,49950,-0.0158900003880262,51303,-0.0136599997058511,44124,-1257,-2636,-1379,-2205,-948,-8479,-7222,-10945,-9688,"Leicester 004","Leicester 023",1836,1924,791,7568,0.0138227962837072,5.55555555555556
"77463","E02002830 E02002854","E02002830","E02002854",102,0,28,1,1,63,3,2,4,0,1.39603232916973,3.89000010490417,1.39948582344167,5.444,6.199,1.13868479059515,7.25,5.25,3.78999996185303,-0.209999993443489,59.7000007629395,-3.29999995231628,4.71000003814697,2.71000003814697,3.85999989509583,-0.140000000596046,61.4000015258789,-1.60000002384186,31.2600002288818,29.2600002288818,2.83999991416931,-1.1599999666214,44.5200004577637,-18.4799995422363,42.8300018310547,40.8300018310547,2.38000011444092,-1.62000000476837,37.2400016784668,-25.7600002288818,-0.00103000004310161,1902,-0.00377999991178513,7018,-0.00276000006124377,5116,-0.00208000000566244,3859,-0.00104999996256083,1957,-0.0194199997931719,36028,-0.0183899998664856,34126,-0.0165400002151728,30687,-0.0155199998989701,28785,-0.000669999979436398,2157,-0.0024600001052022,7941,-0.00179000000935048,5784,-0.00135999999474734,4376,-0.000690000015310943,2219,-0.0126200001686811,40745,-0.0119500001892447,38588,-0.0108200004324317,34931,-0.0101500004529953,32774,-326,-1238,-912,-767,-441,-5438,-5112,-7454,-7128,"Leicester 004","Leicester 028",2374,2604,1015,8723,0.00935634779803194,1.96078431372549
"77464","E02002830 E02002855","E02002830","E02002855",98,0,17,0,1,66,3,9,2,0,1.32487404366486,4.38000011444092,1.22351594976706,5.359,5.828,1.08751632767307,14.1700000762939,5.17000007629395,1.88999998569489,-0.109999999403954,62.1699981689453,-3.82999992370605,17.5100002288818,8.51000022888184,1.87999999523163,-0.119999997317791,59.8499984741211,-6.15000009536743,30.7600002288818,21.7600002288818,1.46000003814697,-0.540000021457672,49.7400016784668,-16.2600002288818,41.6399993896484,32.6399993896484,1.22000002861023,-0.779999971389771,41.689998626709,-24.3099994659424,-0.00491000013425946,9100,-0.00767999980598688,14250,-0.002779999980703,5150,-0.00843000039458275,15645,-0.00353000010363758,6545,-0.0187800005078316,34849,-0.013880000449717,25749,-0.0178200006484985,33053,-0.0129100000485778,23953,-0.00316000008024275,10211,-0.00496000004932284,15999,-0.00179000000935048,5788,-0.00543999997898936,17555,-0.00227000005543232,7344,-0.0121299996972084,39183,-0.0089699998497963,28972,-0.0115299997851253,37243,-0.00836999993771315,27032,-1762,-2800,-1038,-3429,-1667,-6175,-4413,-8360,-6598,"Leicester 004","Leicester 029",2486,2510,999,10083,0.0104667124227865,9.18367346938776
"77465","E02002830 E02002856","E02002830","E02002856",148,0,30,0,2,96,6,5,9,0,1.09304932735426,5.69999980926514,1.2519298664538,7.136,7.519,1.05367152466368,11.9799995422363,6.98000001907349,8.5600004196167,-0.439999997615814,91.3199996948242,-4.67999982833862,9.63000011444092,4.63000011444092,8.75,-0.25,93.2200012207031,-2.77999997138977,38.8400001525879,33.8400001525879,6.8600001335144,-2.14000010490417,73.2399978637695,-22.7600002288818,55.9799995422363,50.9799995422363,5.78999996185303,-3.21000003814697,61.7400016784668,-34.2599983215332,-0.00328999990597367,6095,-0.00786000024527311,14574,-0.00456999987363815,8479,-0.00564000010490417,10466,-0.00236000004224479,4371,-0.0296500008553267,55017,-0.0263700000941753,48922,-0.0264100003987551,48998,-0.0231199990957975,42903,-0.002210000064224,7135,-0.00528999976813793,17075,-0.00307999993674457,9940,-0.00378999998793006,12221,-0.00158000004012138,5086,-0.0200200006365776,64643,-0.0178100001066923,57508,-0.0183700006455183,59305,-0.016160000115633,52170,-1196,-2894,-1698,-2205,-1009,-9454,-8258,-13628,-12432,"Leicester 004","Leicester 030",3288,4072,1330,14949,0.0119696768187259,3.37837837837838
"77466","E02002830 E02002857","E02002830","E02002857",124,1,30,2,1,75,5,4,6,0,0.945464510824883,5.71000003814697,1.27810857289738,7.298,7.53,1.03178953137846,9.90999984741211,5.90999984741211,5.69999980926514,-0.300000011920929,71.3199996948242,-3.6800000667572,5,1,5.8899998664856,-0.109999999403954,74.5299987792969,-0.469999998807907,32.8499984741211,28.8500003814697,4.51000022888184,-1.49000000953674,57.0999984741211,-17.8999996185303,47.1399993896484,43.1399993896484,3.80999994277954,-2.19000005722046,48.1100006103516,-26.8899993896484,-0.00273999990895391,5078,-0.00669000018388033,12404,-0.00394999980926514,7326,-0.00319000007584691,5916,-0.000449999992270023,838,-0.0256900005042553,47665,-0.0229499991983175,42587,-0.02314000017941,42932,-0.0204000007361174,37854,-0.00181000004522502,5843,-0.00444999989122152,14362,-0.00264000007882714,8519,-0.00212999992072582,6874,-0.00031999999191612,1031,-0.0171900000423193,55523,-0.0153900003060699,49680,-0.0158500000834465,51169,-0.0140399998053908,45326,-939,-2261,-1322,-1112,-173,-7378,-6439,-10605,-9666,"Leicester 004","Leicester 031",3108,3262,1360,12464,0.0118193891102258,3.2258064516129
"77468","E02002830 E02002860","E02002830","E02002860",92,0,11,1,1,59,10,3,7,0,1.17050802461687,6.63000011444092,1.24992456364366,8.287,8.201,0.989622299987933,6.6399998664856,3.64000010490417,6.71000003814697,-0.28999999165535,56.5900001525879,-2.41000008583069,4.63000011444092,1.62999999523163,6.84999990463257,-0.150000005960464,57.939998626709,-1.05999994277954,19.6900005340576,16.6900005340576,5.71000003814697,-1.28999996185303,47.9199981689453,-11.0799999237061,30.8899993896484,27.8899993896484,4.82999992370605,-2.17000007629395,40.4900016784668,-18.5100002288818,-0.00212999992072582,3950,-0.0047800000756979,8868,-0.00264999992214143,4918,-0.00301000010222197,5580,-0.000880000006873161,1630,-0.0166599992662668,30909,-0.0145300002768636,26959,-0.0158500000834465,29410,-0.0137200001627207,25460,-0.00150000001303852,4831,-0.0033400000538677,10773,-0.00184000004082918,5942,-0.0021100000012666,6825,-0.000620000006165355,1994,-0.0115999998524785,37467,-0.0101100001484156,32636,-0.0116100003942847,37489,-0.0101100001484156,32658,-823,-1833,-1010,-1269,-446,-5476,-4653,-8595,-7772,"Leicester 004","Leicester 034",3828,3874,1545,12324,0.0120716985733447,3.26086956521739
"77470","E02002830 E02005336","E02002830","E02005336",154,0,7,1,2,126,7,11,0,0,0.94131489924989,4.94000005722046,1.3763157735317,6.799,6.897,1.01441388439476,19.1100006103516,8.10999965667725,0,0,118.870002746582,-7.13000011444092,16.3299999237061,5.32999992370605,0,0,121.5,-4.5,44.7700004577637,33.7700004577637,0,0,96.0100021362305,-29.9899997711182,61.3800010681152,50.3800010681152,0,0,81.4100036621094,-44.5900001525879,-0.00726999994367361,13487,-0.0122899999842048,22807,-0.00502000004053116,9320,-0.0101699996739626,18876,-0.00291000003926456,5389,-0.0291399993002415,54067,-0.0218700002878904,40580,-0.028379999101162,52656,-0.0211100000888109,39169,-0.0046700001694262,15090,-0.00789999961853027,25518,-0.00322999991476536,10428,-0.0065399999730289,21120,-0.00187000003643334,6030,-0.0187299996614456,60494,-0.0140599999576807,45404,-0.0182499997317791,58915,-0.0135700004175305,43825,-3238,-5699,-2461,-4791,-1553,-13591,-10353,-18631,-15393,"Leicester 004","Blaby 004",3000,3200,1267,27439,0.0110192837465565,7.14285714285714
"77471","E02002830 E02005338","E02002830","E02005338",173,0,16,0,1,135,14,3,4,0,1.0264773599386,8.5600004196167,1.21775694965057,10.424,10.717,1.02810821181888,8.44999980926514,5.44999980926514,3.86999988555908,-0.129999995231628,130.679992675781,-4.32000017166138,7.03000020980835,4.03000020980835,3.91000008583069,-0.0900000035762787,131.699996948242,-3.29999995231628,26.8500003814697,23.8500003814697,3.44000005722046,-0.560000002384186,116,-19,47.1399993896484,44.1399993896484,2.97000002861023,-1.02999997138977,99.8899993896484,-35.1100006103516,-0.00288999988697469,5369,-0.00805000029504299,14937,-0.00516000017523766,9568,-0.00609999988228083,11323,-0.00320999999530613,5954,-0.0274299997836351,50893,-0.0245399996638298,45524,-0.0318199992179871,59025,-0.0289200004190207,53656,-0.00191999995149672,6188,-0.00533000007271767,17195,-0.0034099998883903,11007,-0.00402999995276332,13013,-0.0021100000012666,6825,-0.0181799996644258,58712,-0.016270000487566,52524,-0.0214200001209974,69179,-0.0195099990814924,62991,-1225,-3507,-2282,-2967,-1742,-11260,-10035,-19769,-18544,"Leicester 004","Blaby 006",4598,4942,1943,72898,0.0103573761313801,1.73410404624277
"77472","E02002830 E02005339","E02002830","E02005339",93,1,8,0,0,75,8,1,0,0,1.09546165884194,10.1199998855591,1.19970357087897,12.141,12.527,1.03179309776789,3.28999996185303,2.28999996185303,0,0,73.129997253418,-1.87000000476837,2.86999988555908,1.87000000476837,0,0,73.3000030517578,-1.70000004768372,10.4200000762939,9.42000007629395,0,0,67.3899993896484,-7.6100001335144,20.7199993133545,19.7199993133545,0,0,58.9900016784668,-16.0100002288818,-0.00100000004749745,1863,-0.00349000003188848,6473,-0.00249000010080636,4610,-0.00282000005245209,5230,-0.00182000000495464,3367,-0.0118000004440546,21891,-0.0108000002801418,20028,-0.01570999994874,29154,-0.0147099997848272,27291,-0.000650000001769513,2084,-0.00224000005982816,7242,-0.0015999999595806,5158,-0.00181000004522502,5851,-0.00116999994497746,3767,-0.00759000005200505,24492,-0.00694000022485852,22408,-0.0100999996066093,32620,-0.00946000032126904,30536,-556,-1706,-1150,-1596,-1040,-5227,-4671,-10386,-9830,"Leicester 004","Blaby 007",5496,5910,2263,77623,0.0110960325696496,1.0752688172043
"77480","E02002830 E02005365","E02002830","E02005365",125,0,12,0,1,96,10,1,4,1,1.12890922959573,5.07999992370605,1.29035435008784,6.555,7.485,1.14187643020595,7.28000020980835,6.28000020980835,3.79999995231628,-0.200000002980232,91.1399993896484,-4.8600001335144,1.91999995708466,0.920000016689301,3.96000003814697,-0.0399999991059303,95.3099975585938,-0.689999997615814,35.5,34.5,2.90000009536743,-1.10000002384186,69.2699966430664,-26.7299995422363,49.6100006103516,48.6100006103516,2.44000005722046,-1.55999994277954,58.3600006103516,-37.6399993896484,-0.000630000024102628,1164,-0.00431000022217631,7993,-0.00368000008165836,6829,-0.00106999999843538,1975,-0.00044000000343658,811,-0.0215199999511242,39924,-0.020889999344945,38760,-0.0186199992895126,34550,-0.0179999992251396,33386,-0.000410000007832423,1337,-0.00282999989576638,9124,-0.00240999995730817,7787,-0.000699999975040555,2269,-0.000289999996311963,932,-0.0141200004145503,45601,-0.0137099996209145,44264,-0.0123800002038479,39964,-0.0119599997997284,38627,-251,-1875,-1624,-481,-230,-9178,-8927,-12825,-12574,"Leicester 004","Charnwood 021",2548,3178,1222,27312,0.00935203740814963,0.8
"77481","E02002830 E02005366","E02002830","E02005366",199,0,21,0,1,143,14,8,12,0,2.00501253132832,2.49000000953674,1.28192770593357,3.192,3.188,0.99874686716792,17.5599994659424,9.5600004196167,11.4099998474121,-0.589999973773956,135.830001831055,-7.17000007629395,15.2399997711182,7.23999977111816,11.6800003051758,-0.319999992847443,137.490005493164,-5.51000022888184,64.8899993896484,56.8899993896484,8.32999992370605,-3.67000007629395,100.470001220703,-42.5299987792969,87.3600006103516,79.3600006103516,6.92999982833862,-5.07000017166138,83.6399993896484,-59.3600006103516,-0.00212000007741153,3940,-0.00456999987363815,8477,-0.00245000002905726,4537,-0.0036599999293685,6781,-0.00153000000864267,2841,-0.016100000590086,29877,-0.0139800002798438,25937,-0.0151199996471405,28061,-0.0130000002682209,24121,-0.00136999995447695,4435,-0.00295999995432794,9557,-0.00158999999985099,5122,-0.00236000004224479,7633,-0.000989999971352518,3198,-0.0104599995538592,33769,-0.00908000022172928,29334,-0.00985999964177608,31853,-0.00848999992012978,27418,-1003,-2182,-1179,-1911,-908,-8003,-7000,-10774,-9771,"Leicester 004","Charnwood 022",1482,2262,595,8140,0.0194479297365119,4.02010050251256
"77483","E02002830 E02005372","E02002830","E02005372",104,0,2,0,1,85,13,1,2,0,1.13177750482541,19.0400009155273,1.19726884999305,22.796,24.763,1.08628706790665,2.02999997138977,1.02999997138977,1.98000001907349,-0.0199999995529652,84.1500015258789,-0.850000023841858,3.71000003814697,2.71000003814697,2,0,82.2900009155273,-2.71000003814697,2.74000000953674,1.74000000953674,1.96000003814697,-0.0399999991059303,83.6600036621094,-1.3400000333786,8.76000022888184,7.76000022888184,1.83000004291534,-0.170000001788139,78.7600021362305,-6.23999977111816,-0.00205000001005828,3795,-0.00432999990880489,8026,-0.00227999989874661,4231,-0.00740000000223517,13719,-0.00535000022500753,9924,-0.00651999982073903,12102,-0.00448000011965632,8307,-0.0136000001803041,25233,-0.0115599995478988,21438,-0.000869999988935888,2794,-0.00184000004082918,5942,-0.000980000011622906,3148,-0.0031300000846386,10101,-0.00225999997928739,7307,-0.00301000010222197,9709,-0.00213999999687076,6915,-0.00882000010460615,28477,-0.00795000046491623,25683,-1133,-2109,-976,-4210,-3077,-2689,-1556,-8340,-7207,"Leicester 004","Harborough 006",10304,11202,4249,122267,0.0135686306182611,0.961538461538462
"77485","E02002830 E02005377","E02002830","E02005377",134,0,11,2,1,108,10,2,0,0,2.35223761586764,8.46000003814697,1.18593380079908,10.033,10.288,1.02541612678162,4.32999992370605,2.32999992370605,0,0,106.099998474121,-1.89999997615814,2,0,0,0,108,0,12.2299995422363,10.2299995422363,0,0,99.7600021362305,-8.23999977111816,29.1299991607666,27.1299991607666,0,0,85.9400024414062,-22.0599994659424,-0.00184000004082918,3422,-0.00401999987661839,7458,-0.00218000006861985,4036,-0.00184000004082918,3422,0,0,-0.0110900001600385,20582,-0.00925000011920929,17160,-0.0178200006484985,33057,-0.0159699991345406,29635,-0.00118999998085201,3829,-0.00258000008761883,8346,-0.00139999995008111,4517,-0.00118999998085201,3829,0,0,-0.00712999980896711,23029,-0.00595000013709068,19200,-0.0114500001072884,36987,-0.0102700004354119,33158,-904,-1900,-996,-904,0,-5232,-4328,-12500,-11596,"Leicester 004","Hinckley and Bosworth 001",5722,6860,1870,114029,0.026244167962675,1.49253731343284
"77486","E02002830 E02005378","E02002830","E02005378",151,0,7,0,2,116,13,8,4,1,1.85004868549172,4.13000011444092,1.24334136990578,5.135,5.815,1.13242453748783,14.75,6.75,3.80999994277954,-0.189999997615814,110.529998779297,-5.46999979019165,10,2,3.82999992370605,-0.170000001788139,114.669998168945,-1.33000004291534,41.9500007629395,33.9500007629395,3.10999989509583,-0.889999985694885,88.3000030517578,-27.7000007629395,61.0099983215332,53.0099983215332,2.55999994277954,-1.44000005722046,72.879997253418,-43.1199989318848,-0.00362000009045005,6717,-0.0066800001077354,12398,-0.00306000001728535,5681,-0.00430000014603138,7983,-0.00067999999737367,1266,-0.0185899995267391,34483,-0.0149699999019504,27766,-0.0180300008505583,33440,-0.0143999997526407,26723,-0.00233999988995492,7567,-0.00431999983265996,13959,-0.00197999994270504,6392,-0.00279000005684793,9002,-0.00044000000343658,1435,-0.012020000256598,38809,-0.00968000013381243,31242,-0.0116900000721216,37748,-0.00934999994933605,30181,-1691,-3172,-1481,-2039,-348,-9200,-7509,-13377,-11686,"Leicester 004","Hinckley and Bosworth 002",2556,2690,957,23258,0.0177128116938951,5.29801324503311
"77487","E02002830 E02005381","E02002830","E02005381",97,0,4,0,0,85,3,2,3,0,1.69314716738886,10.4700002670288,1.1902578492996,12.462,12.97,1.04076392232386,3.8199999332428,1.82000005245209,2.94000005722046,-0.0599999986588955,83.370002746582,-1.62999999523163,7.23999977111816,5.23999977111816,2.9300000667572,-0.0700000002980232,80.2600021362305,-4.73999977111816,8,6,2.77999997138977,-0.219999998807907,79.6500015258789,-5.34999990463257,18.3600006103516,16.3600006103516,2.45000004768372,-0.550000011920929,70.3899993896484,-14.6099996566772,-0.00224999990314245,4172,-0.00426999991759658,7913,-0.00202000001445413,3741,-0.00791999977082014,14699,-0.00566999986767769,10527,-0.0088299997150898,16387,-0.00657999981194735,12215,-0.0133600002154708,24785,-0.0111100003123283,20613,-0.00147000001743436,4751,-0.00282999989576638,9122,-0.00135000003501773,4371,-0.00517999986186624,16739,-0.00371000007726252,11988,-0.0059799998998642,19312,-0.00450999988242984,14561,-0.00929000042378902,29982,-0.00780999986454844,25231,-1194,-2258,-1064,-4323,-3129,-4682,-3488,-10746,-9552,"Leicester 004","Hinckley and Bosworth 005",6210,6418,2323,39866,0.0145720894371627,2.06185567010309
"77495","E02002830 E02006819","E02002830","E02006819",252,0,38,1,5,114,21,15,58,0,0.814995925020375,2.78999996185303,1.31935485674889,3.681,3.842,1.04373811464276,33.2000007629395,18.2000007629395,53.560001373291,-4.44000005722046,105.23999786377,-8.76000022888184,31.1499996185303,16.1499996185303,53.689998626709,-4.30999994277954,106.470001220703,-7.53000020980835,105.629997253418,90.629997253418,35.8199996948242,-22.1800003051758,70.4100036621094,-43.5900001525879,123.230003356934,108.230003356934,31.5,-26.5,61.9500007629395,-52.0499992370605,-0.00297000003047287,5517,-0.00652999989688396,12121,-0.00356000009924173,6604,-0.00515000009909272,9558,-0.00218000006861985,4041,-0.0240800008177757,44676,-0.0211100000888109,39159,-0.0135399997234344,25125,-0.0105699999257922,19608,-0.00202000001445413,6528,-0.00444999989122152,14354,-0.00242000003345311,7826,-0.00352000002749264,11373,-0.00150000001303852,4845,-0.016440000385046,53090,-0.0144199999049306,46562,-0.00982999987900257,31751,-0.00780999986454844,25223,-1359,-3001,-1642,-2770,-1411,-9532,-8173,-11117,-9758,"Leicester 004","Leicester 039",1660,1708,686,12597,0.00832899531494014,5.95238095238095
"77496","E02002830 E02006820","E02002830","E02006820",289,0,20,1,1,196,23,14,33,1,1.42131979695431,2.75,1.43272727272727,3.94,4.491,1.13984771573604,32.4799995422363,18.4799995422363,30.7700004577637,-2.23000001907349,182.830001831055,-13.1700000762939,25.1399993896484,11.1400003433228,31.6000003814697,-1.39999997615814,188.059997558594,-7.94000005722046,109.069999694824,95.0699996948242,21.6100006103516,-11.3900003433228,128.240005493164,-67.7600021362305,134.619995117188,120.620002746582,18.5499992370605,-14.4499998092651,110.029998779297,-85.9700012207031,-0.00377000006847084,6991,-0.00892999954521656,16574,-0.0051699997857213,9583,-0.00667000003159046,12368,-0.00289999996311963,5377,-0.032320000231266,59966,-0.0285500008612871,52975,-0.026350000873208,48896,-0.0225900001823902,41905,-0.00246999994851649,7983,-0.00585999991744757,18914,-0.00338999996893108,10931,-0.00437000021338463,14123,-0.0019000000320375,6140,-0.0211900006979704,68423,-0.0187199991196394,60440,-0.0174499992281199,56349,-0.0149800004437566,48366,-2201,-5061,-2860,-3952,-1751,-16878,-14677,-20821,-18620,"Leicester 004","Blaby 013",1794,1922,734,18916,0.00979737252282342,4.84429065743945
"77497","E02002830 E02006850","E02002830","E02006850",238,1,81,0,0,130,10,9,6,1,1.03556076592419,4,1.2795,5.118,5.036,0.983978116451739,23.4599990844727,14.460000038147,5.61999988555908,-0.379999995231628,121.800003051758,-8.19999980926514,18.9599990844727,9.96000003814697,5.69999980926514,-0.300000011920929,124.23999786377,-5.76000022888184,83.5100021362305,74.5100021362305,4.03999996185303,-1.96000003814697,87.6800003051758,-42.3199996948242,106.430000305176,97.4300003051758,3.44000005722046,-2.55999994277954,74.6699981689453,-55.3300018310547,-0.00456999987363815,8479,-0.0119000002741814,22077,-0.00732999993488193,13598,-0.00839999970048666,15587,-0.00383000005967915,7108,-0.049880001693964,92537,-0.0453100018203259,84058,-0.0417199991643429,77395,-0.0371499992907047,68916,-0.00295000011101365,9517,-0.00767999980598688,24783,-0.00473000016063452,15266,-0.0054199998266995,17501,-0.00246999994851649,7984,-0.0321800000965595,103905,-0.0292300004512072,94388,-0.0269600003957748,87066,-0.0240199994295835,77549,-1302,-3426,-2124,-2801,-1499,-12268,-10966,-15639,-14337,"Leicester 004","Leicester 040",2122,2160,954,7911,0.01131850675139,3.78151260504202
"77498","E02002830 E02006851","E02002830","E02006851",480,0,153,3,2,196,47,23,53,3,1.2691466083151,3.57999992370605,1.27653634005363,4.57,5.006,1.09540481400438,50.9000015258789,27.8999996185303,49.7599983215332,-3.24000000953674,184.029998779297,-11.9700002670288,34.5699996948242,11.5699996948242,51.6100006103516,-1.38999998569489,190.979995727539,-5.01999998092651,167.479995727539,144.479995727539,36.310001373291,-16.6900005340576,134.110000610352,-61.8899993896484,215.630004882812,192.630004882812,30.7099990844727,-22.2900009155273,113.449996948242,-82.5500030517578,-0.0083600003272295,15507,-0.0186100006103516,34523,-0.0102500002831221,19016,-0.0115599995478988,21441,-0.0031999999191612,5934,-0.0730400010943413,135512,-0.0646800026297569,120005,-0.0622900016605854,115570,-0.0539299994707108,100063,-0.00547999981790781,17688,-0.012190000154078,39361,-0.00670999987050891,21673,-0.00756999989971519,24456,-0.00209999992512167,6768,-0.0478500016033649,154524,-0.0423800013959408,136836,-0.0412099994719028,133070,-0.0357300005853176,115382,-2320,-5103,-2783,-3487,-1167,-16708,-14388,-21513,-19193,"Leicester 004","Leicester 041",1938,2668,852,10883,0.01078705553336,4.79166666666667
